,artist,album,albumcount,year
3225,A$AP Ferg,Always Strive And Prosper,7,2016
3258,A$AP Ferg,Trap Lord,6,2013
3339,A$AP Twelvyy,12,1,2017
3397,AB-Soul,Control System,2,2012
3414,AB-Soul,Do What Thou Wilt.,1,2016
3430,AB-Soul,These Days...,2,2014
3445,ABBA,ABBA,3,2010
3624,ABK,Dirty History,1,2015
3641,ABK,Hatchet Warrior,1,2015
3656,ABK,Medicine Bag,1,2015
3914,AC/DC,Live At River Plate,5,2012
4002,AFI,Burials,3,2013
4086,AJR,What Everyone's Thinking (EP),1,2016
4115,ANOHNI,HOPELESSNESS,1,2016
4144,AURORA,All My Demons Greeting Me As A Friend,1,2014
4161,AWOLNATION,Here Come The Runts,1,2018
4328,Aaron Gillespie,Anthem Song,1,2011
4431,Aaron Neville,My True Story,5,2013
4505,Aaron Tippin,Aaron Tippin: Now & Then,1,2019
4582,Aaron Watson,Real Good Time,1,2012
4600,Aaron Watson,The Road & The Rodeo,1,2010
4617,Aaron Watson,The Underdog,3,2015
4631,Aaron Watson,Vaquero,3,2017
4647,Aaron West And The Roaring Twenties,We Don't Have Each Other,1,2014
4658,Above & Beyond,Acoustic,1,2013
4670,Above & Beyond,Common Ground,2,2019
4677,Above & Beyond,Group Therapy,1,2019
4678,Above & Beyond,We Are All We Need,1,2015
4720,Accept,Blind Rage,2,2014
4731,Accept,Blood Of The Nations,1,2010
4774,Accept,Stalingrad,1,2012
4784,Accept,The Rise Of Chaos,1,2017
4794,Acceptance,Colliding By Design,1,2017
4867,Ace Frehley,"Origins, Vol. 1",2,2016
4879,Ace Frehley,Space Invader,3,2014
4891,Ace Frehley,Spaceman,1,2018
4910,Ace Hood,Blood Sweat + Tears,6,2011
4939,Ace Hood,Trials & Tribulations,6,2013
4981,Ace Young,Ace Young,1,2018
4991,Action Bronson,Blue Chips 7000,1,2017
5004,Action Bronson,Mr. Wonderful,5,2015
5017,Action Bronson,SAAAB STORIES Produced By Harry Fraud (EP),1,2013
5148,Adam Calhoun,AmerAcal,1,2018
5164,Adam Lambert,Acoustic Live! (EP),2,2010
5319,Adam Wakefield,The Voice: The Complete Season 10 Collection,1,2016
5331,Adan Chalino Sanchez,Amor Y Lagrimas,5,2010
5399,Adelitas Way,Home School Valedictorian,1,2011
5410,Adelitas Way,Stuck,2,2014
5474,Adore Delano,After Party,1,2016
5487,Adore Delano,Till Death Do Us Party,1,2014
5498,Adrenaline Mob,Coverta (EP),1,2013
5506,Adrenaline Mob,Men Of Honor,1,2014
5517,Adrenaline Mob,Omerta,1,2012
5552,Adventure Club,Calling All Heroes (EP),1,2013
5556,Aer,Aer,1,2014
5568,Aer,The Bright Side,1,2012
5877,Aerosmith,The Essential Aerosmith,1,2011
5907,Aerosmith,Tough Love: Best Of The Ballads,2,2011
5951,Aesop Rock,Impossible Kid,2,2016
5980,Aesop Rock,Skelethon,2,2012
6019,Afrojack,Forget The World,1,2014
6080,After The Burial,Dig Deep,1,2016
6149,Against Me!,Shape Shift With Me,1,2016
6161,Against Me!,Transgender Dysphoria Blues,2,2014
6171,Against Me!,White Crosses,2,2011
6185,Against The Current,In Our Bones,1,2016
6197,Agnetha Faltskog,A,1,2013
6304,Aimee Mann,Mental Illness,1,2017
6339,Air,Le Voyage Dans La Lune (Soundtrack),1,2012
6451,Airbourne,Black Dog Barking,1,2013
6464,Airbourne,No Guts. No Glory.,2,2010
6948,Al Jarreau,My Old Friend: Celebrating George Duke,1,2014
7247,Al Wilson,La La Peace Song,7,2012
7495,Alabama,Southern Drawl,6,2015
7954,Alan Jackson,The Essential Alan Jackson,2,2012
8242,Albert King,Albert Live,3,2012
8397,Alejandro Escovedo,Big Station,1,2012
8422,Alejandro Escovedo,Street Songs Of Love,2,2010
8448,Alejandro Fernandez,Confidencias,7,2013
8523,Alejandro Fernandez,Rompiendo Fronteras,1,2017
8569,Alejandro Sanz,La Musica No Se Toca,4,2012
8612,Alejandro Sanz,Sirope,1,2015
8625,Alesana,A Place Where The Sun Is Silent,1,2011
8649,Alesana,Confessions,1,2015
8660,Alesana,The Decade EP: X,1,2014
8666,Alesana,The Emptiness,1,2010
8706,Alessia Cara,The Pains Of Growing,1,2018
8722,Alex & Sierra,As Seen On TV,1,2016
8730,Alex & Sierra,It's About Us,3,2014
8765,Alexander,Alexander,1,2015
8834,Alexi Murdoch,Towards The Sun,1,2011
8841,Alexis & Fido,Perreologia,1,2011
8869,Alexis Spight,L.O.L.,4,2013
8919,Ali & Gipp,Ali & Gipp Present: Kinfolk,1,2016
8923,Aliados De La Sierra,Con Los Ojos Cerrados,1,2018
9129,Alice Cooper,Paranormal,1,2017
9334,Alice In Chains,Rainier Fog,2,2018
9385,Alice Merton,No Roots (EP),1,2017
9485,Alicia Keys,VH1 Storytellers,1,2013
9560,Alina Baraz,The Color Of You,3,2018
9569,Alina Baraz & Galimatias,Urban Flora,1,2015
9577,Alisan Porter,The Voice: The Complete Season 10 Collection,1,2016
9629,Alison Krauss,Windy City,6,2017
9716,Alison Moyet,Essex,1,2016
9779,Alison Wonderland,Awake,1,2018
9826,Alkaline Trio,Damnesia,1,2011
9865,Alkaline Trio,Is This Thing Cursed?,2,2018
9878,Alkaline Trio,My Shame Is True,2,2013
9916,Alkaline Trio,This Addiction,3,2010
9946,All Shall Perish,This Is Where It Ends,1,2011
9959,All Sons & Daughters,All Sons & Daughters,1,2014
9970,All Sons & Daughters,Poets & Saints,1,2016
9980,All Sons & Daughters,The Longing (EP No. 3),1,2012
9986,All Star Tribute,What's Going On (EP),7,2015
9987,All That Remains,A War You Cannot Win,2,2012
10011,All That Remains,Madness,1,2017
10046,All That Remains,The Order Of Things,2,2015
10058,All That Remains,Victim Of The New Disease,1,2018
10068,All Time Low,Dirty Work,6,2011
10083,All Time Low,Don't Panic,5,2013
10116,All Time Low,Last Young Renegade,1,2017
10159,All Time Low,"Straight To DVD II: Past, Present And Future Hearts",1,2016
10209,AllFrumTha I,AllFrumTha I,1,2013
10279,Allen Stone,Radius,1,2016
10301,Allstar Weekend,All The Way,1,2011
10316,Allstar Weekend,Suddenly (EP),5,2010
10323,Allstar Weekend,Suddenly Yours,1,2010
10352,Aloe Blacc,Wake Me Up (EP),3,2013
10393,Alter Bridge,AB III,3,2010
10422,Alter Bridge,Fortress,5,2013
10446,Alter Bridge,The Last Hero,2,2016
10548,Alvvays,Antisocialites,1,2017
10606,Amanda Cook,Brave New World,3,2015
10644,Amanda Palmer & The Grand Theft Orchestra,Theatre Is Evil,2,2012
10687,Amaranthe,Massive Addictive,1,2014
10700,Amaranthe,Maximalism,1,2016
10756,Amber Bullock,Thank You (EP),1,2011
10877,America,America/Live,7,2015
11014,American Aquarium,Things Change,1,2018
11036,American Authors,What We Live For,1,2016
11048,American Bang,American Bang,1,2010
11074,American Flyer,Spirit Of A Woman,5,2014
11084,American Football,American Football (LP2),1,2019
11262,Amon Amarth,Deceiver Of The Gods,5,2013
11272,Amon Amarth,Jomsviking,2,2016
11283,Amon Amarth,Surtur Rising,3,2011
11315,Amos Lee,As The Crow Flies (EP),1,2012
11345,Amos Lee,"Mountains Of Sorrow, Rivers Of Song",3,2013
11360,Amos Lee,My New Moon,1,2018
11370,Amos Lee,Spirit,1,2016
11399,Amos Lee With The Colorado Symphony,Live At Red Rocks,1,2015
11591,Amy Grant,Time Again... Amy Grant Live,1,2014
11717,Anamanaguchi,Endless Fantasy,1,2013
11778,Anberlin,"Dark Is The Way, Light Is A Place",5,2010
11788,Anberlin,Devotion,2,2013
11806,Anberlin,Lowborn,2,2014
11839,Anberlin,Vital,2,2012
11850,Anderson .Paak,Malibu,4,2016
11866,Anderson .Paak,Oxnard,3,2018
11880,Anderson East,Encore,1,2018
11892,Andra Day,Cheers To The Fall,7,2015
11905,Andrae Crouch,The Journey,2,2011
12109,Andrea Bocelli,Love In Portofino,7,2013
12153,Andrea Bocelli,Opera: The Ultimate Collection,4,2014
12175,Andrea Bocelli,Pasion,6,2013
12345,Andrea Helms,Moving Forward (EP),2,2012
12443,Andrew Belle,Black Bear,1,2013
12456,Andrew Bird,Are You Serious,1,2016
12479,Andrew Bird,Break It Yourself,7,2012
12493,Andrew Bird,Hands Of Glory,1,2012
12656,Andrew Jackson Jihad,Christmas Island,1,2014
12699,Andrew McMahon,Pop Underground (EP),1,2013
12703,Andrew McMahon In The Wilderness,Andrew Mcmahon In The Wilderness,1,2014
12713,Andrew McMahon In The Wilderness,Upside Down Flowers,1,2018
12724,Andrew McMahon In The Wilderness,Zombies On Broadway,1,2017
12735,Andrew Peterson,Burning Edge Of Dawn,1,2015
12745,Andrew Peterson,Counting Stars,1,2010
12757,Andrew Peterson,Light For The Lost Boy,1,2012
12767,Andrew Peterson,"Resurrection Letters, Volume I",1,2018
12791,Andrew W.K.,You're Not Alone,1,2018
12823,Andy Black,The Shadow Side,2,2016
12867,Andy Grammer,Andy Grammer,1,2011
12889,Andy Grammer,The Good Parts,1,2017
12954,Andy Mineo,Heroes For Sale,3,2013
12970,Andy Mineo,I: The Arrow (EP),1,2018
12976,Andy Mineo,Never Land (EP),3,2014
12983,Andy Mineo,Uncomfortable,3,2015
12996,Andy Mineo & Wordsplayed,Andy Mineo and Wordsplayed Present Magic & Bird,1,2017
13009,Andy Pratt,Andy Pratt,4,2016
13058,Andy Williams,40 Christmas Classics,1,2014
13124,Andy Williams,Canadian Sunset,6,2014
13224,Andy Williams,Solitaire,6,2013
13255,Andy Williams,The Impossible Dream,5,2012
13312,Angel,Angel,6,2017
13382,Angel Olsen,Burn Your Fire For No Witness,1,2014
13398,Angel Olsen,My Woman,2,2016
13485,Angels & Airwaves,Chasing Shadows (EP),1,2016
13504,Angels & Airwaves,Stomping The Phantom Brake Pedal,1,2013
13513,Angels & Airwaves,The Dream Walker,1,2014
13569,Angie Stone,Dream,1,2015
13597,Angie Stone,Rich Girl,2,2012
13655,Ani DiFranco,Allergic To Water,1,2014
13667,Ani DiFranco,Binary,1,2017
13863,Ani DiFranco,Which Side Are You On?,1,2012
13886,Animal Collective,Centipede Hz,3,2012
13908,Animal Collective,Painting With,1,2016
13940,Animals As Leaders,Joy Of Motion,2,2014
13952,Animals As Leaders,The Madness Of Many,1,2016
13962,Animals As Leaders,Weightless,1,2011
14018,Anita Wilson,Vintage Worship,1,2014
14030,Anjulie,Anjulie,3,2017
14376,Annie Lennox,A Christmas Cornucopia,6,2010
14457,Anointed,Anointed,2,2014
14469,Anoushka Shankar,Traces Of You,1,2013
14501,Anthony Brown & group therAPy,A Long Way From Sunday,1,2017
14515,Anthony Brown & group therAPy,Anthony Brown & group therAPy,1,2012
14527,Anthony Brown & group therAPy,Everyday Jesus,4,2015
14554,Anthony David,As Above So Below,1,2011
14566,Anthony Evans,Real Life/Real Worship,1,2014
14588,Anthony Green,Beautiful Things,1,2012
14609,Anthony Green,Pixie Queen,1,2016
14620,Anthony Green,Young Legs,1,2013
14671,Anthony Hamilton,Home For The Holidays,2,2014
14722,Anthony Hamilton,What I'm Feelin',7,2016
14734,Anthony Jeselnik,Caligula,1,2013
14750,Anthony Phillips,The Geese & The Ghost,3,2015
14767,Anthrax,Anthems (EP),2,2013
14787,Anthrax,For All Kings,3,2016
14866,Anthrax,Worship Music,6,2011
14964,Antony And The Johnsons,Swanlights,1,2010
15026,Aoife O'Donovan,Fossils,1,2013
15063,Aphex Twin,Cheetah (EP),1,2016
15070,Aphex Twin,Collapse (EP),1,2018
15105,Aphex Twin,Syro,4,2014
15117,Apocalyptica,7th Symphony,4,2010
15127,Apocalyptica,Shadowmaker,1,2015
15152,Appaloosa,Appaloosa,4,2013
15229,Arcade Fire,Everything Now,6,2017
15321,Arcangel,"Sentimiento, Elegancia & Maldad",1,2013
15350,Arch Enemy,Khaos Legions,1,2012
15375,Arch Enemy,War Eternal,2,2014
15389,Arch Enemy,Will To Power,1,2017
15456,Architects,All Our Gods Have Abandoned Us,1,2016
15467,Architects,Holy Hell,1,2018
15517,Arctic Monkeys,Suck It And See,3,2011
15529,Arctic Monkeys,Tranquility Base Hotel + Casino,3,2018
15553,Area Code 615,Area Code 615,4,2014
15765,Aretha Franklin,Sings The Great Diva Classics,6,2014
15826,Aretha Franklin,The Atlantic Singles Collection 1967-1970,1,2018
16014,Ariana Grande,Christmas & Chill (EP),2,2015
16077,Ariel Pink,Dedicated To Bobby Jameson,1,2017
16091,Ariel Pink,Pom Pom,1,2014
16184,Armada Orchestra,The Armada Orchestra,2,2013
16257,Armin van Buuren,Intense,2,2013
16272,Armin van Buuren,Mirage,1,2010
16348,Armored Saint,Win Hands Down,1,2015
16368,Army Of The Pharaohs,Heavy Lies The Crown,1,2014
16382,Army Of The Pharaohs,In Death Reborn,1,2014
16471,Art Garfunkel,The Singer,1,2012
16517,Art In America,Art In America,3,2014
16519,Art Of Dying,Vices And Virtues,1,2011
16620,Arthur Prysock,All My Life,4,2013
16704,As Blood Runs Black,Instinct,1,2011
16769,As I Lay Dying,Awakened,6,2012
16782,As I Lay Dying,Decas,2,2011
16794,As I Lay Dying,Powerless Rise,7,2010
16817,As It Is,"Never Happy, Ever After",1,2015
16828,As It Is,The Great Depression,1,2018
16867,Ashanti,Braveheart,3,2014
16952,Asher Roth,Retrohash,1,2014
17120,Ashley McBryde,Girl Going Nowhere,1,2018
17131,Ashley Monroe,Like A Rose,3,2013
17140,Ashley Monroe,Sparrow,1,2018
17152,Ashley Monroe,The Blade,2,2015
17191,Ashton Shepherd,Where Country Grows,3,2011
17205,"Ashton, Gardner & Dyke",Resurrection Shuffle,6,2013
17253,Asking Alexandria,Reckless & Relentless,7,2011
17278,Asking Alexandria,The Black,2,2016
17292,Asleep At The Wheel,Still The King: Celebrating The Music Of Bob Wills And His Texas Playboys,1,2015
17371,At The Drive-In,In-Ter A-Li-A,1,2017
17396,At The Gates,At War With Reality,1,2015
17489,Atlas Genius,Inanimate Objects,1,2015
17500,Atlas Genius,When It Was Now,5,2013
17525,Atlas Sound,Parallax,1,2011
17537,Atmosphere,Fishing Blues,1,2016
17594,Atmosphere,Mi Vida Local,1,2018
17625,Atmosphere,Southsiders,3,2014
17645,Atmosphere,The Family Sign,4,2011
17661,Atmosphere,"To All My Friends, Blood Makes The Blade Holy: The Atmosphere EP's",2,2010
17738,Atoms For Peace,Amok,7,2013
17769,Atreyu,In Our Wake,1,2018
17792,Atreyu,Long Live,1,2015
17836,Attack Attack!,Attack Attack!,6,2014
17855,Attack Attack!,This Means War,2,2012
17865,Attention Deficit Domination,Attention Deficit Domination,1,2011
17874,Attila,About That Life,3,2013
17888,Attila,Chaos,1,2016
17899,Attila,Guilty Pleasure,1,2014
17912,Attila,Outlawed,1,2011
17922,Aubrey O'Day,Between Two Evils,1,2013
17978,Audio Adrenaline,Kings & Queens,3,2013
18000,Audio Adrenaline,Sound Of The Saints,1,2016
18108,Audra McDonald,Go Back Home,1,2013
18134,Audra McDonald,Lady Day At Emerson's Bar & Grill (Original Broadway Cast),1,2014
18162,Audrey Assad,Fortunate Fall,1,2013
18173,Audrey Assad,Heart,1,2012
18185,Audrey Assad,Inheritance,1,2016
18196,Audrey Assad,The House You're Building,1,2010
18219,August Alsina,Downtown: Life Under The Gun (EP),2,2013
18242,August Alsina,This Thing Called Life,6,2015
18257,August Burns Red,August Burns Red Presents: Sleddin' Hill: A Holiday Album,1,2012
18284,August Burns Red,Found In Far Away Places,3,2015
18296,August Burns Red,Leveler,5,2011
18323,August Burns Red,Phantom Anthem,1,2017
18334,August Burns Red,Rescue & Restore,4,2013
18367,Augustana,Life Imitating Life,1,2014
18377,Augustines,Augustines,1,2014
18454,Austrian Death Machine,Triple Brutal,1,2014
18493,Automatic Man,Automatic Man,7,2012
18615,Avant,Face The Music,5,2013
18640,Avant,The Letter,1,2010
18651,Avant,The VIII,1,2015
18664,Avatar,Avatar Country,1,2018
18674,Avatar,Feathers & Flesh,1,2016
18928,Avery*Sunshine,The SunRoom,1,2014
18940,Avicii,AVICI (01) (EP),7,2017
18946,Avicii,Stories,5,2015
18973,Avriel & The Sequoias,Sage And Stone (EP),1,2017
19064,Axewound,Vultures,1,2012
19086,Azealia Banks,1991 (EP),1,2012
19090,Azealia Banks,Broke With Expensive Taste,2,2014
19106,Aziz Ansari,Dangerously Delicious,1,2012
19126,Aziz Ansari,Intimate Moments For A Sensual Evening,1,2010
19171,Aztec Two Step,Two's Company,4,2016
19821,B.o.B,Ether,1,2017
19833,B.o.B,Psycadelik Thoughtz,1,2015
19952,BABYMETAL,BABYMETAL,1,2015
19967,BABYMETAL,Metal Resistance,2,2016
19979,BADBADNOTGOOD,IV,1,2016
19990,BADBADNOTGOOD & Ghostface Killah,Sour Soul,1,2015
20025,BIGBANG,Alive,1,2013
20032,BIGBANG,MADE,1,2016
20043,BIzzle,Surrender,1,2015
20059,BIzzle,The Good Fight,1,2013
20080,BIzzle,Well Wishes,1,2014
20093,BJ The Chicago Kid,In My Mind,2,2016
20108,BLACKPINK,SQUARE UP (EP),1,2018
20161,BORNS,Blue Madonna,1,2018
20209,BT,These Hopeful Machines,1,2010
20221,BTS,Face Yourself,1,2018
20262,BTS,The Most Beautiful Moment In Life: Young Forever,1,2016
20285,BTS,Wings,2,2016
20300,BTS,You Never Walk Alone,2,2017
20458,Babyface,Return Of The Tender Lover,3,2015
20567,Backstreet Boys,In A World Like This,7,2013
20652,Bad Books,II,1,2012
20683,Bad Bunny,X 100PRE,3,2018
20698,Bad City,Welcome To The Wasteland,1,2010
20834,Bad Company,Live 1977 / Live 1979,1,2016
20941,Bad Religion,Christmas Songs,2,2013
20990,Bad Religion,The Dissent Of Man,3,2010
21068,Bad Religion,True North,2,2013
21084,Bad Suns,Disappear Here,1,2016
21097,Bad Suns,Language & Perspective,2,2014
21108,Bad Suns,Transpose (EP),1,2013
21328,Balance And Composure,Light We Made,1,2016
21338,Balance And Composure,The Things We Think We're Missing,1,2013
21380,Ballyhoo!,Pineapple Grenade!!,1,2013
21457,Band Of Horses,Acoustic At The Ryman,2,2013
21490,Band Of Horses,Mirage Rock,4,2012
21502,Band Of Horses,Why Are You OK,2,2016
21514,Band Of Skulls,Himalayan,1,2014
21526,Band Of Skulls,Sweet Sour,3,2012
21551,Banda Los Recoditos,Ando Bien Pedo!,7,2010
21561,Banda Los Recoditos,Me Esta Gustando,1,2015
21573,Banda Los Recoditos,Sueno XXX,1,2014
21589,Banda Sinaloense MS de Sergio Lizarraga,No Me Pidas Perdon,1,2014
21601,Banda Sinaloense MS de Sergio Lizarraga,Que Bendicion,1,2016
21614,Bane,Don't Wait Up,1,2014
21665,Banks,The Altar,2,2016
21678,Banks & Steelz,Anything But Words,1,2016
22299,Barbra Streisand,The Music... The Mem'ries... The Magic!: Live In Concert,1,2017
22398,Barbra Streisand,Walls,2,2018
22455,Barenaked Ladies,All In Good Time,3,2010
22469,Barenaked Ladies,BNL Rocks Red Rocks,1,2016
22485,Barenaked Ladies,Barenaked For The Holidays,7,2014
22505,Barenaked Ladies,Barenaked Ladies Are Me,6,2010
22581,Barenaked Ladies,Grinning Streak,3,2013
22628,Barenaked Ladies,Silverball,2,2015
22790,Baroness,Purple,1,2015
22800,Baroness,Yellow And Green,3,2012
22819,Barrett Baber,The Voice: The Complete Season 9 Collection,1,2015
22832,Barry Gibb,In The Now,2,2016
23030,Barry Manilow,My Dream Duets,7,2014
23041,Barry Manilow,Night Songs,4,2014
23179,Barry Manilow,The Greatest Love Songs Of All Time,6,2010
23249,Barry Manilow,This Is My Town: Songs Of New York,4,2017
23281,Barry Manilow With The Royal Philharmonic Concert Orchestra,Live In London,2,2012
23455,Bas,Last Winter,1,2014
23468,Bas,Milky Way,2,2018
23482,Bas,Too High To Riot,1,2016
23494,Basement,Colourmeinkindness,1,2012
23504,Basement Jaxx,Junto,1,2014
23619,Bassnectar,Divergent Spectrum,2,2011
23634,Bassnectar,Freestyle (EP),1,2012
23640,Bassnectar,Into The Sun,2,2015
23656,Bassnectar,Noise vs. Beauty,2,2014
23671,Bassnectar,Take You Down (EP),1,2013
23676,Bassnectar,Unlimited,1,2016
23691,Bassnectar,Vava Voom,2,2012
23702,Bassnectar,Wildstyle (EP),1,2010
23725,Bastille,VS.: Other People’s Heartache Pt. III (EP),1,2014
23734,Bastille,Wild World,7,2016
23753,Bat For Lashes,The Haunted Man,1,2012
23805,Battlecross,War Of Will,1,2013
23815,Battles,Gloss Drop,1,2011
23901,Bayside,Cult,1,2015
23916,Bayside,Killing Time,1,2011
23954,Bayside,Vacancy,1,2016
24091,BeBe Winans,America * America,1,2012
24139,Bea Miller,Young Blood (EP),2,2015
24143,Beach House,7,2,2018
24154,Beach House,B-Sides And Rarities,1,2017
24169,Beach House,Depression Cherry,4,2015
24189,Beach House,Thank Your Lucky Stars,3,2015
24198,Beady Eye,"Different Gear, Still Speeding",2,2011
24240,Beartooth,Aggressive,1,2016
24252,Beartooth,Disease,1,2018
24264,Beartooth,Disgusting,2,2014
24647,Bebo Norman,Ocean,1,2010
24670,Beck,Colors,7,2017
25215,Bee Gees,Timeless: The All-Time Greatest Hits,6,2017
25333,Behemoth,I Loved You At Your Darkest,1,2018
25345,Behemoth,Satanist,3,2014
25354,Behemoth,The Apostasy,1,2014
25373,Being As An Ocean,How We Both Wondrously Perish,1,2014
25397,Beirut,No No No,1,2015
25406,Beirut,The Rip Tide,6,2011
25415,Bela Fleck & Abigail Washburn,Bela Fleck & Abigail Washburn,1,2014
25533,Bell Biv DeVoe,Three Stripes,2,2017
25588,Belle And Sebastian,Girls In Peacetime Want To Dance,2,2015
25653,Belle And Sebastian,The Third Eye Centre,1,2013
25672,Belle And Sebastian,Write About Love,5,2010
25683,Belly,Dove,1,2018
25695,Belly,IMMIGRANT,1,2018
25722,Ben & Ellen Harper,Childhood Home,2,2014
25789,Ben Folds,The Best Imitation Of Myself: A Retrospective,1,2011
25880,Ben Folds Five,The Sound Of The Life Of The Mind,4,2012
25954,Ben Harper,Give Till It's Gone,3,2011
25978,Ben Harper And Relentless7,Live From The Montreal International Jazz Festival,1,2010
26015,Ben Harper And The Innocent Criminals,Call It What It Is,1,2016
26064,Ben Howard,Noonday Dream,1,2018
26107,Ben Kweller,Go Fly A Kite,1,2015
26129,Ben Rector,Brand New,1,2015
26141,Ben Rector,Live In Denver,1,2014
26153,Ben Rector,Magic,1,2018
26166,Ben Rector,Something Like This,1,2011
26177,Ben Rector,The Walking In Between,2,2013
26190,"Benedictines Of Mary, Queen Of Apostles",Advent At Ephesus,2,2012
26206,"Benedictines Of Mary, Queen Of Apostles",Angels And Saints At Ephesus,3,2013
26223,"Benedictines Of Mary, Queen Of Apostles",Lent At Ephesus,4,2013
26246,Benjamin Booker,Benjamin Booker,2,2014
26279,Benjamin Gibbard,Former Lives,3,2013
26301,Benny Blanco,FRIENDS KEEP SECRETS (EP),5,2018
26403,Berliner Symphoniker (Marturet),Brahms: Piano Concerto No. 1,1,2017
26462,Berner,20 Lights (EP),1,2015
26469,Berner,Hempire,1,2016
26529,Best Coast,California Nights,1,2015
26541,Best Coast,Crazy For You,3,2010
26554,Best Coast,Fade Away (EP),1,2013
26561,Best Coast,The Only Place,3,2012
26574,Beth Hart,Better Than Home,1,2015
26587,Beth Hart,Fire On The Floor,1,2016
26653,Beth Orton,Sugaring Season,2,2012
26667,Bethel Music,Have It All: Live At Bethel Church,4,2016
26683,Bethel Music,Moments: Mighty Sound,1,2018
26695,Bethel Music,Starlight,1,2017
26709,Bethel Music,The Loft Sessions,1,2012
26722,Bethel Music,Tides Live,2,2014
26733,Bethel Music,We Will Not Be Shaken,7,2015
26745,Bethel Music,Without Words: Synesthesia,1,2015
26764,Bethel Music,You Make Me Brave: Live At The Civic,5,2014
26776,Beto Quintanilla,Tragedias Reales De La Vida,1,2011
26800,Betraying The Martyrs,Phantom,1,2014
27045,Better Than Ezra,All Together Now,1,2014
27124,Betty Who,Take Me When You Go,1,2015
27142,Betty Who,The Valley,1,2017
27178,Bettye LaVette,Interpretations: The British Rock Songbook,2,2010
27202,Between The Buried And Me,Automata I,1,2018
27208,Between The Buried And Me,Automata II,1,2018
27221,Between The Buried And Me,Coma Ecliptic,1,2015
27252,Between The Buried And Me,The Parallax II: Future Sequence,2,2012
27287,Beverly Crawford,Live From Los Angeles Vol. 2,1,2010
27395,Bianca Ryan,Bianca Ryan,4,2019
27437,Big & Rich,Did It For The Party,1,2017
27452,Big & Rich,Hillbilly Jedi,5,2012
27549,Big Bad Voodoo Daddy,Rattle Them Bones,1,2012
27586,Big Boi,Boomiverse,3,2017
27615,Big Boi,Vicious Lies And Dangerous Rumors,6,2012
27632,Big Brother And The Holding Company,Be A Brother,6,2016
27654,Big Brother And The Holding Company,How Hard It Is,3,2016
27665,Big Country,Peace In Our Time,6,2012
27766,Big Daddy Weave,Beautiful Offerings,1,2015
27804,Big Data,2.0,1,2013
27832,Big Grams,Big Grams (EP),2,2015
27840,Big Head Todd And The Monsters,Black Beehive,1,2014
27885,Big K.R.I.T.,4eva Is A Mighty Long Time,4,2017
27907,Big K.R.I.T.,Cadillactica,4,2014
